adirtu_2,Urim_P,0.012
adirtu_2,antalû,0.01
adirtu_2,šaplu,0.009
adirtu_2,zakû,0.009
adirtu_2,lapātu,0.008
adirtu_2,ištānu,0.008
adirtu_2,tebû,0.007
adirtu_2,amurru,0.006
adirtu_2,Simanu,0.005
adirtu_2,kullu,0.005
adirtu_2,adru,0.005
adirtu_2,ahu,0.003
adirtu_2,šakānu,0.002
adirtu_2,amāru,0.002
adirtu_2,qātu,0.002
adirtu_2,šadû,0.002
adirtu_2,elû,0.002
adirtu_2,ūmu,0.001
adirtu_2,ilu,0.001
adirtu_2,libbu,0.001
adru_10,šutadduru_10,0.08
adru_10,palhu_10,0.075
adru_10,ittāti,0.019
adru_10,lumnu,0.013
adru_10,ṭehû,0.006
adru_10,šuttu,0.005
adru_10,ittu,0.005
adru_10,lemnu,0.003
adru_10,mūšu,0.003
adru_10,nāru,0.003
adru_10,murṣu,0.003
adru_10,mārtu,0.003
adru_10,bītu,0.002
adru_10,ṭābu,0.002
adru_10,bašû,0.002
adru_10,nabû,0.002
adru_10,qibītu,0.002
adru_10,šemû,0.002
adru_10,zikru,0.002
adru_10,šīru,0.002
adru_10,šakānu,0.002
adru_10,qerēbu,0.002
adru_10,mahāru,0.002
adru_10,Sin,0.002
adru_10,elû,0.001
adru_10,rēšu,0.001
adru_10,šumu,0.001
adru_10,ilu,0.001
adru_10,amāru,0.001
adāru_10,maḫru,0.007
adāru_10,awīlu,0.004
adāru_10,lemnu,0.003
adāru_10,dīnu,0.002
adāru_10,libbu,0.001
adāru_11,šalgu,0.017
adāru_11,huliam,0.016
adāru_11,šuttinnu,0.015
adāru_11,šuribatu,0.014
adāru_11,tāhāzu,0.013
adāru_11,sariyam,0.013
adāru_11,nigiṣṣu,0.011
adāru_11,halluptu,0.01
adāru_11,Nagite-raqqi_P,0.01
adāru_11,tību,0.009
adāru_11,apāru,0.008
adāru_11,lazzu,0.008
adāru_11,Iadnana_P,0.008
adāru_11,sipittu,0.008
adāru_11,Ništun_P,0.007
adāru_11,ezzu_11,0.007
adāru_11,šapṣu,0.007
adāru_11,rapāsu,0.007
adāru_11,urinnu,0.007
adāru_11,ṣabātu,0.006
adāru_11,namurratu,0.006
adāru_11,halālu,0.006
adāru_11,illatu,0.006
adāru_11,naprušu,0.006
adāru_11,mupparšu,0.006
adāru_11,šadû,0.005
adāru_11,marṣu,0.005
adāru_11,Paqarahubunu_P,0.005
adāru_11,arrabu,0.005
adāru_11,herṣu,0.005
adāru_9,dīhu,0.01
adāru_9,šuttu,0.007
adāru_9,antallû,0.006
adāru_9,palāsu,0.006
adāru_9,dâku,0.003
adāru_9,libbu,0.003
adāru_9,bašû,0.002
adāru_9,nišu,0.002
adāru_9,Šamaš,0.002
adāru_9,nadû,0.002
adāru_9,šakānu,0.001
adāru_9,šarru,0.001
aggu_10,aggu_10,0.038
aggu_10,rêmu,0.037
aggu_10,Ištar-Kakkabi,0.035
aggu_10,nâḫu,0.027
aggu_10,arāru,0.014
aggu_10,pašāru,0.012
aggu_10,kabattu,0.011
aggu_10,salīmu,0.008
aggu_10,ištaru,0.006
aggu_10,palāsu,0.006
aggu_10,libbu,0.003
aggu_10,dīnu,0.003
aggu_10,šakānu,0.002
aggu_10,ilu,0.001
aggu_11,nâhu,0.021
aggu_11,pašāhu,0.018
aggu_11,kabattu,0.012
aggu_11,mehretu,0.009
aggu_11,rēmu,0.008
aggu_11,takālu,0.007
aggu_11,rašû,0.004
aggu_11,palû,0.004
aggu_11,napištu,0.003
aggu_11,Ištar,0.003
aggu_11,libbu,0.002
aggu_11,šattu,0.002
aggu_11,šakānu,0.002
aggu_11,Aššur,0.002
agāgu_11,ezēzu_11,0.017
agāgu_11,ṣarāhu,0.013
agāgu_11,šagāmu,0.013
agāgu_11,erpetu,0.01
agāgu_11,rihṣu,0.009
agāgu_11,kabattu,0.008
agāgu_11,epištu,0.006
agāgu_11,nisiqtu,0.006
agāgu_11,sapānu,0.005
agāgu_11,kapādu,0.004
agāgu_11,nēšu,0.004
agāgu_11,halāqu,0.003
agāgu_11,Enlil,0.003
agāgu_11,Marduk,0.003
agāgu_11,Ninua_P,0.003
agāgu_11,šanû,0.003
agāgu_11,dekû,0.003
agāgu_11,emūqu,0.003
agāgu_11,ilu,0.002
agāgu_11,libbu,0.002
agāgu_11,qerbu,0.002
agāgu_11,pīhātu,0.002
agāgu_11,abnu,0.002
agāgu_11,Elamtu_P,0.002
agāgu_11,pašāru,0.002
agāgu_11,ṣīru,0.002
agāgu_11,Aššur,0.002
agāgu_11,Ištar,0.002
agāgu_11,dannu,0.002
agāgu_11,bēlu,0.001
ezzu_10,Girra,0.027
ezzu_10,allallu,0.026
ezzu_10,ḫamāṭu,0.02
ezzu_10,tinūru,0.014
ezzu_10,qamû,0.012
ezzu_10,qālû,0.012
ezzu_10,kaššāpu,0.009
ezzu_10,ušburrudû,0.009
ezzu_10,šarḫu,0.009
ezzu_10,arāmu,0.008
ezzu_10,gitmālu,0.008
ezzu_10,šiptu,0.008
ezzu_10,šākinu,0.008
ezzu_10,qutru,0.007
ezzu_10,qalû,0.007
ezzu_10,ayyābu,0.007
ezzu_10,kaškaššu,0.007
ezzu_10,tû,0.007
ezzu_10,zīmu,0.006
ezzu_10,KA.INIM.MA,0.006
ezzu_10,diqāru,0.005
ezzu_10,abūbu,0.005
ezzu_10,kaššaptu,0.005
ezzu_10,qatû,0.004
ezzu_10,lemnu,0.004
ezzu_10,ṭīdu,0.004
ezzu_10,Šamaš,0.003
ezzu_10,kašādu,0.003
ezzu_10,maḫru,0.003
ezzu_10,kišpu,0.003
ezzu_11,šumru,0.016
ezzu_11,kakku,0.014
ezzu_11,mušamqitu,0.012
ezzu_11,tību,0.011
ezzu_11,hâlu,0.009
ezzu_11,suhhurtu,0.009
ezzu_11,tāhāzu,0.008
ezzu_11,tubqu,0.008
ezzu_11,šamru_11,0.008
ezzu_11,šibirru,0.008
ezzu_11,babālu,0.008
ezzu_11,urigallu,0.007
ezzu_11,šitmuru,0.007
ezzu_11,adāru_11,0.007
ezzu_11,šuttinnu,0.007
ezzu_11,halālu,0.007
ezzu_11,ziāqu,0.007
ezzu_11,abūbu,0.006
ezzu_11,šarāku,0.006
ezzu_11,namurratu,0.006
ezzu_11,nāšû,0.006
ezzu_11,parāru,0.006
ezzu_11,illatu,0.006
ezzu_11,Nagite-raqqi_P,0.006
ezzu_11,nêʾu,0.006
ezzu_11,palāhu_11,0.005
ezzu_11,wašṭu,0.005
ezzu_11,arrabu,0.005
ezzu_11,māraku,0.005
ezzu_11,unnīnu,0.005
ezzu_7,hamuttu,0.023
ezzu_7,Sumuqan,0.017
ezzu_7,ezzu_7,0.013
ezzu_7,qardūtu,0.013
ezzu_7,imhullu,0.012
ezzu_7,hurbāšu,0.01
ezzu_7,uzzu_7,0.009
ezzu_7,idu,0.008
ezzu_7,Tiamat,0.008
ezzu_7,šāru,0.008
ezzu_7,qarrādu,0.008
ezzu_7,nagāšu,0.008
ezzu_7,rīmu,0.006
ezzu_7,kakku,0.006
ezzu_7,būlu,0.006
ezzu_7,tebû,0.005
ezzu_7,awû,0.005
ezzu_7,Anunnaki,0.005
ezzu_7,melemmu,0.005
ezzu_7,mû,0.002
ezzu_7,alāku,0.002
ezzu_7,ummānu,0.002
ezzu_7,āliku,0.002
ezzu_7,našû,0.001
ezzu_7,erēbu,0.001
ezzu_7,libbu,0.001
ezzu_7,pû,0.001
ezzu_7,qabû,0.001
ezzu_7,šadû,0.001
ezzu_7,izuzzu,0.001
ezēzu_11,erhu,0.022
ezēzu_11,agāgu_11,0.017
ezēzu_11,purruku,0.014
ezēzu_11,šulû,0.009
ezēzu_11,ṣarāhu,0.007
ezēzu_11,kabattu,0.007
ezēzu_11,hamṭu,0.007
ezēzu_11,marāṣu,0.006
ezēzu_11,sakāpu,0.005
ezēzu_11,ekēmu,0.004
ezēzu_11,patru,0.004
ezēzu_11,libbu,0.003
ezēzu_11,palû,0.003
ezēzu_11,Elamtu_P,0.003
ezēzu_11,pû,0.003
ezēzu_11,parzillu,0.003
ezēzu_11,šakkanakku,0.003
ezēzu_11,šittu,0.003
ezēzu_11,pagru,0.003
ezēzu_11,nēšu,0.003
ezēzu_11,Enlil,0.002
ezēzu_11,ilu,0.002
ezēzu_11,rabû,0.002
ezēzu_11,Esagil_P,0.002
ezēzu_11,rašû,0.002
ezēzu_11,nišu,0.002
ezēzu_11,šamû,0.002
ezēzu_11,ṣēru,0.002
ezēzu_11,gamāru,0.002
ezēzu_11,rēʾû,0.002
ezēzu_2,nīdu,0.038
ezēzu_2,Sagmegar,0.01
ezēzu_2,napāhu,0.009
ezēzu_2,kakku,0.006
ezēzu_2,arhu,0.004
ezēzu_2,Šamaš,0.003
ezēzu_2,našû,0.003
ezēzu_2,šamû,0.003
ezēzu_2,šarru,0.002
ezēzu_2,bašû,0.002
ezēzu_2,Marduk,0.002
ezēzu_2,libbu,0.001
ezēzu_2,ūmu,0.001
galātu_11,bašāmu,0.015
galātu_11,nabāṭu,0.013
galātu_11,bāštu,0.011
galātu_11,šarāhu,0.008
galātu_11,šamšu,0.005
galātu_11,maqātu,0.004
galātu_11,awīlūtu,0.004
galātu_11,ṣēru,0.002
galātu_11,rabû,0.001
galātu_11,ūmu,0.001
galātu_11,pānu,0.001
galātu_5,galātu_5,0.036
galātu_5,patru,0.009
galātu_5,palāhu_5,0.008
galātu_5,parzillu,0.006
galātu_5,alāku,0.002
galātu_5,šapāru,0.002
galātu_5,ardu,0.002
galātu_5,nišu,0.002
galātu_5,pû,0.002
galātu_5,šakānu,0.002
galātu_5,muhhu,0.001
galātu_9,galātu_9,0.045
galātu_9,daʾmu,0.018
galātu_9,palāhu_9,0.017
galātu_9,sakālu,0.01
galātu_9,rabāṣu,0.006
galātu_9,bārtu,0.006
galātu_9,ṣerru,0.005
galātu_9,antallû,0.005
galātu_9,awīlu,0.004
